,SeqId,TargetFullName,Target,UniProt,EntrezGeneSymbol,Units,Dilution,PlateScale_Reference,Function
273,11103-24,Heat shock protein beta-1,HSP 27,P04792,HSPB1,RFU,20,658.4,
274,11104-13,Chitinase-3-like protein 1,YKL-40,P36222,CHI3L1,RFU,0.5,20499.9,
275,11107-25,Teneurin-3,TEN3,Q9P273,TENM3,RFU,20,651.9,
276,11109-56,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",SVEP1,Q4LDE5,SVEP1,RFU,0.5,2143.6,
277,11110-4,Transmembrane protein 119,TM119,Q4V9L6,TMEM119,RFU,20,316.4,
278,11112-18,Protein kish-A,KISHA,Q8TBQ9,TMEM167A,RFU,20,243,
279,11116-16,Uncharacterized protein C11orf87,CK087,Q6NUJ2,C11orf87,RFU,20,4077.8,
280,11117-2,Spermatogenesis-associated protein 20,SPT20,Q8TB22,SPATA20,RFU,20,1573.5,
281,11120-49,N-acetyltransferase 14,NAT14,Q8WUY8,NAT14,RFU,20,1879.1,
282,11122-97,Maspardin,SPG21,Q9NZD8,SPG21,RFU,20,535.6,
283,11126-102,Triple functional domain protein,TRIO,O75962,TRIO,RFU,0.5,444.9,
284,11128-29,Transmembrane protein 132C,T132C,Q8N3T6,TMEM132C,RFU,20,790,
285,11129-66,Bone morphogenetic protein 15,BMP15,O95972,BMP15,RFU,20,991.5,
286,11130-158,Voltage-dependent L-type calcium channel subunit beta-4,CACB4,O00305,CACNB4,RFU,20,387.4,
287,11134-30,"Peptide chain release factor 1-like, mitochondrial",RF1ML,Q9UGC7,MTRF1L,RFU,20,569.6,
288,11135-5,"39S ribosomal protein L55, mitochondrial",RM55,Q7Z7F7,MRPL55,RFU,20,394.8,
289,11137-43,Cytokine receptor common subunit beta,IL3RB,P32927,CSF2RB,RFU,20,529.2,
290,11138-16,Runt-related transcription factor 3,RUNX3,Q13761,RUNX3,RFU,20,678.7,
291,11139-4,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,4061.8,
292,11140-56,Collagen alpha-1(I) chain,CO1A1,P02452,COL1A1,RFU,0.5,1495.5,
293,11142-11,Angiopoietin-related protein 1,ANGL1,O95841,ANGPTL1,RFU,0.5,772.3,
294,11143-32,Noelin-3,NOE3,Q96PB7,OLFM3,RFU,20,1261.4,
295,11144-10,Beta-defensin 116,DB116,Q30KQ4,DEFB116,RFU,20,390.1,
296,11145-72,UPF0606 protein KIAA1549L,K154L,Q6ZVL6,KIAA1549L,RFU,20,633.1,
297,11146-4,T-box transcription factor TBX22,TBX22,Q9Y458,TBX22,RFU,20,586.1,
298,11147-17,Trem-like transcript 1 protein,TRML1,Q86YW5,TREML1,RFU,20,441.3,
299,11149-3,Toll-like receptor 1,TLR1,Q15399,TLR1,RFU,20,1018.2,
300,11152-46,Kallikrein-13,kallikrein 13,Q9UKR3,KLK13,RFU,20,8150.2,
301,11154-3,Nuclear factor erythroid 2-related factor 1,NF2L1,Q14494,NFE2L1,RFU,20,856.8,
302,11155-16,Collagen alpha-5(VI) chain,CO6A5,A8TX70,COL6A5,RFU,20,330.8,
303,11157-35,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,HSPA1A,RFU,0.5,3195.7,
304,11158-40,Bicaudal D-related protein 1,BICR1,Q6ZP65,CCDC64,RFU,20,617.6,
305,11160-56,RING finger protein 122,RN122,Q9H9V4,RNF122,RFU,0.5,1278.4,
306,11161-5,Spartin,SPG20,Q8N0X7,SPG20,RFU,20,339.2,
307,11162-37,Equatorin,EQTN,Q9NQ60,EQTN,RFU,20,378.8,
308,11163-7,Protein FAM162B,F162B,Q5T6X4,FAM162B,RFU,20,1223.8,
309,11164-7,Teneurin-2,TEN2,Q9NT68,TENM2,RFU,20,2438.2,
310,11167-6,Myotubularin-related protein 1,MTMR1,Q13613,MTMR1,RFU,20,629.1,
311,11168-3,Multiple epidermal growth factor-like domains protein 10,MEG10,Q96KG7,MEGF10,RFU,20,780.6,
312,11171-25,Filamin-A,filamin A,P21333,FLNA,RFU,0.5,658.7,
313,11173-29,Allergin-1,MILR1,Q7Z6M3,MILR1,RFU,20,594.5,
314,11175-45,Lysophosphatidylcholine acyltransferase 2,PCAT2,Q7L5N7,LPCAT2,RFU,20,778.7,
315,11177-16,"Keratin, type II cytoskeletal 5",K2C5,P13647,KRT5,RFU,20,1931.4,
316,11178-21,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",SVEP1,Q4LDE5,SVEP1,RFU,0.5,1991.1,
317,11179-7,Testis-specific serine/threonine-protein kinase 1,TSSK1,Q9BXA7,TSSK1B,RFU,20,1067.5,
318,11180-17,SWI/SNF complex subunit SMARCC1,SMRC1,Q92922,SMARCC1,RFU,20,2331.4,
319,11185-145,GTP cyclohydrolase 1,GCH1,P30793,GCH1,RFU,20,687.4,
320,11186-12,Transmembrane protein 52,TMM52,Q8NDY8,TMEM52,RFU,20,508.9,
321,11187-11,C-type lectin domain family 12 member A,CL12A,Q5QGZ9,CLEC12A,RFU,20,2070.4,
322,11190-129,ATP-dependent zinc metalloprotease YME1L1,YMEL1,Q96TA2,YME1L1,RFU,20,811.2,
323,11192-168,Tubulointerstitial nephritis antigen-like,TINAL,Q9GZM7,TINAGL1,RFU,20,3499.3,
324,11193-27,Hepatocyte nuclear factor 1-alpha,HNF1A,P20823,HNF1A,RFU,20,324.9,
325,11194-6,Signaling threshold-regulating transmembrane adapter 1,SIT1,Q9Y3P8,SIT1,RFU,20,538.9,
326,11196-31,Collagen alpha-3(VI) chain,Collagen alpha-3(VI),P12111,COL6A3,RFU,0.5,2160.9,
327,11198-37,Cyclic AMP-responsive element-binding protein 3-like protein 1,CR3L1,Q96BA8,CREB3L1,RFU,20,1006.9,
328,11201-19,"tRNA pseudouridine synthase A, mitochondrial",TRUA,Q9Y606,PUS1,RFU,20,202.9,
329,11202-70,T-box transcription factor TBX5,TBX5,Q99593,TBX5,RFU,20,574.2,
330,11204-80,Coxsackievirus and adenovirus receptor,CXAR,P78310,CXADR,RFU,20,2117.7,
331,11205-10,Integrin beta-7,Integrin beta-7,P26010,ITGB7,RFU,20,4312.2,
332,11207-3,Macrophage scavenger receptor types I and II,Macrophage scavenger receptor,P21757,MSR1,RFU,20,567.3,
333,11208-15,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,NAGPA,Q9UK23,NAGPA,RFU,20,8468.8,
334,11211-7,Tubulin-specific chaperone E,TBCE,Q15813,TBCE,RFU,20,1010.4,
335,11212-7,Thioredoxin domain-containing protein 5,TXND5,Q8NBS9,TXNDC5,RFU,0.5,4957.6,
336,11214-40,DnaJ homolog subfamily B member 9,DNJB9,Q9UBS3,DNAJB9,RFU,20,13609.6,
337,11215-6,Cadherin-15,CAD15,P55291,CDH15,RFU,0.5,4076,
338,11217-16,C-terminal-binding protein 1,CTBP1,Q13363,CTBP1,RFU,20,328,
339,11218-84,Thiopurine S-methyltransferase,TPMT,P51580,TPMT,RFU,0.5,4308.1,
340,11219-95,Fibroblast growth factor-binding protein 3,FGFP3,Q8TAT2,FGFBP3,RFU,20,1166.5,
341,11220-53,Uncharacterized protein C10orf105,CJ105,Q8TEF2,C10orf105,RFU,20,301,
342,11222-62,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,352.5,
343,11223-1,Transmembrane protein 154,TM154,Q6P9G4,TMEM154,RFU,20,627.7,
344,11226-16,Ubiquitin-protein ligase E3A,UBE3A,Q05086,UBE3A,RFU,20,2012.1,
345,11227-31,Transducin beta-like protein 2,TBL2,Q9Y4P3,TBL2,RFU,20,549.4,
346,11228-37,Protein RIC-3,RIC3,Q7Z5B4,RIC3,RFU,20,1347.3,
347,11229-16,Serine/threonine-protein kinase/endoribonuclease IRE1,ERN1,O75460,ERN1,RFU,20,1515.5,
348,11230-12,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,398.8,
349,11231-12,"Adrenodoxin-like protein, mitochondrial",ADXL,Q6P4F2,FDX1L,RFU,20,230.4,
350,11237-49,Procollagen C-endopeptidase enhancer 1,PCOC1,Q15113,PCOLCE,RFU,0.005,2120.8,
351,11239-49,Transmembrane protease serine 6,TMPS6,Q8IU80,TMPRSS6,RFU,20,1648.3,
352,11241-8,Argininosuccinate lyase,ARLY,P04424,ASL,RFU,0.5,6340.7,
353,11242-33,Protein-glutamine gamma-glutamyltransferase K,TGM1,P22735,TGM1,RFU,20,298.1,
354,11243-90,Adhesion G-protein coupled receptor F1,GPR110,Q5T601,ADGRF1,RFU,0.5,3037.9,
355,11247-20,"N-acetylglutamate synthase, mitochondrial",NAGS,Q8N159,NAGS,RFU,20,780.1,
356,11248-43,Uroporphyrinogen-III synthase,HEM4,P10746,UROS,RFU,20,874.6,
357,11252-30,Leucine-rich repeat and calponin homology domain-containing protein 4,LRCH4,O75427,LRCH4,RFU,20,1491.7,
358,11254-13,Papilin,PPN,O95428,PAPLN,RFU,20,804.4,
359,11257-1,Dihydropteridine reductase,DHPR,P09417,QDPR,RFU,0.5,2991.1,
360,11258-41,Mucosal addressin cell adhesion molecule 1,MAdCAM-1,Q13477,MADCAM1,RFU,0.5,1225.4,
361,11260-47,SUN domain-containing protein 5,SPA4L,Q8TC36,SUN5,RFU,20,410.8,
362,11262-39,TraB domain-containing protein,TRABD,Q9H4I3,TRABD,RFU,0.5,203,
363,11263-57,Calsequestrin-1,CASQ1,P31415,CASQ1,RFU,0.5,8607.7,
364,11264-33,Xanthine dehydrogenase/oxidase,XDH,P47989,XDH,RFU,20,325.5,
365,11265-8,Retinal dehydrogenase 1,Retinal dehydrogenase 1,P00352,ALDH1A1,RFU,0.5,1333.5,
366,11266-8,P-selectin glycoprotein ligand 1,SELPL,Q14242,SELPLG,RFU,20,3209.9,
367,11270-17,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",CHC10,Q8WYQ3,CHCHD10,RFU,20,1306.8,
368,11273-176,Glutathione S-transferase theta-2B,GSTT2,P0CG30,GSTT2B,RFU,20,353.4,
369,11275-94,Low-density lipoprotein receptor-related protein 1B,LRP1B,Q9NZR2,LRP1B,RFU,20,706.7,
370,11277-23,Cyclic AMP-dependent transcription factor ATF-6 alpha,ATF6A,P18850,ATF6,RFU,0.5,13819,
371,11278-4,Collagen alpha-2(XI) chain,COL11A2,P13942,COL11A2,RFU,20,7309.1,
372,11279-42,Gamma-aminobutyric acid type B receptor subunit 1,GABR1,Q9UBS5,GABBR1,RFU,20,430.3,
373,11280-6,Glutamate decarboxylase 1,DCE1,Q99259,GAD1,RFU,20,519.8,
374,11281-6,Growth factor receptor-bound protein 7,GRB7,Q14451,GRB7,RFU,20,2024,
375,11283-13,DDB1- and CUL4-associated factor 5,DCAF5,Q96JK2,DCAF5,RFU,20,625.8,
376,11284-24,Leukocyte-associated immunoglobulin-like receptor 1,LAIR1,Q6GTX8,LAIR1,RFU,20,469.6,
377,11287-14,Cytochrome b5,Cytochrome b5,P00167,CYB5A,RFU,20,1353,
378,11288-26,Cytosolic purine 5'-nucleotidase,5NTC,P49902,NT5C2,RFU,20,1346.2,
379,11289-31,Casein kinase I isoform delta,KC1D,P48730,CSNK1D,RFU,20,646.1,
380,11291-73,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,585.9,
381,11292-13,Scavenger receptor class A member 3,SCAR3,Q6AZY7,SCARA3,RFU,20,1411.5,
382,11293-14,Leucine-rich repeat neuronal protein 1,LRRN1,Q6UXK5,LRRN1,RFU,20,725.1,
383,11297-54,Neurogenic locus notch homolog protein 2,NOTC2,Q04721,NOTCH2,RFU,20,214.6,
384,11300-32,Sortilin,SORT,Q99523,SORT1,RFU,20,805.9,
385,11302-237,Tenascin-R,TENR,Q92752,TNR,RFU,20,1602,
386,11303-7,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,SAMH1,Q9Y3Z3,SAMHD1,RFU,20,1069.9,
387,11307-33,NEDD4-like E3 ubiquitin-protein ligase WWP1,WWP1,Q9H0M0,WWP1,RFU,20,1473.7,
388,11308-8,Cyclic AMP-responsive element-binding protein 3-like protein 4,CR3L4,Q8TEY5,CREB3L4,RFU,20,892,
389,11311-79,V(D)J recombination-activating protein 1,RAG-1,P15918,RAG1,RFU,20,621.6,
390,11312-40,Mismatch repair endonuclease PMS2,PMS2,P54278,PMS2,RFU,20,575.9,
391,11313-100,Pterin-4-alpha-carbinolamine dehydratase,PHS,P61457,PCBD1,RFU,20,1841.9,
392,11315-148,Protein phosphatase 1D,PPM1D,O15297,PPM1D,RFU,20,1021.1,
393,11319-106,Double-strand break repair protein MRE11,MRE11,P49959,MRE11A,RFU,20,699.9,
394,11320-29,E3 ubiquitin-protein ligase CHFR,CHFR,Q96EP1,CHFR,RFU,0.5,731.9,
395,11324-3,Peroxidasin-like protein,PXDNL,A1KZ92,PXDNL,RFU,20,494.2,
396,11325-8,Protein BTG2,BTG2,P78543,BTG2,RFU,20,325.5,
397,11328-9,U6 snRNA phosphodiesterase,USB1,Q9BQ65,USB1,RFU,20,225.5,
398,11330-15,Casein kinase II subunit beta,CSK2B,P67870,CSNK2B,RFU,20,1344.6,
399,11333-82,Rho GTPase-activating protein 25,RHG25,P42331,ARHGAP25,RFU,20,4660.6,
400,11334-7,Leukocyte immunoglobulin-like receptor subfamily B member 3,LIRB3,O75022,LILRB3,RFU,20,462.9,
401,11336-9,Fanconi anemia group F protein,FANCF,Q9NPI8,FANCF,RFU,20,413.8,
402,11338-49,Tyrosine-protein kinase BLK,BLK,P51451,BLK,RFU,20,229.6,
403,11342-59,Plexin domain-containing protein 2,PXDC2,Q6UX71,PLXDC2,RFU,20,161.2,
404,11347-9,Transaldolase,Transaldolase,P37837,TALDO1,RFU,20,13364.7,
405,11348-132,Prolyl 4-hydroxylase subunit alpha-2,P4HA2,O15460,P4HA2,RFU,0.5,1183.8,
406,11350-30,E3 ubiquitin-protein ligase CHIP,CHIP,Q9UNE7,STUB1,RFU,20,672,
407,11351-233,Non-homologous end-joining factor 1,NHEJ1,Q9H9Q4,NHEJ1,RFU,20,199.3,
408,11352-42,Titin,TITIN,Q8WZ42,TTN,RFU,20,345.3,
409,11354-21,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",Phospholipase C-beta-1,Q9NQ66,PLCB1,RFU,20,3577.7,
410,11355-10,Eukaryotic translation initiation factor 5A-2,IF5A2,Q9GZV4,EIF5A2,RFU,20,697.9,
411,11356-19,Protein DGCR14,DGC14,Q96DF8,DGCR14,RFU,20,385.6,
412,11358-15,Growth factor receptor-bound protein 10,GRB10,Q13322,GRB10,RFU,20,252.6,
413,11360-39,Ribonucleoside-diphosphate reductase large subunit,RRM1,P23921,RRM1,RFU,20,4795.9,
414,11361-73,Thymidine phosphorylase,TP,P19971,TYMP,RFU,0.5,2642.1,
415,11363-58,Aquaporin-4,AQP4,P55087,AQP4,RFU,20,689.1,
416,11364-18,Mitofusin-1,MFN1,Q8IWA4,MFN1,RFU,20,1690.4,
417,11365-17,Teneurin-4,TEN4,Q6N022,TENM4,RFU,20,349.4,
418,11369-23,Alcohol dehydrogenase class-3,ADHX,P11766,ADH5,RFU,20,2948.7,
419,11370-20,72 kDa inositol polyphosphate 5-phosphatase,INP5E,Q9NRR6,INPP5E,RFU,20,345.6,
420,11371-1,Probable G-protein coupled receptor 101,GP101,Q96P66,GPR101,RFU,20,516.8,
421,11372-2,Zinc finger protein 18,ZNF18,P17022,ZNF18,RFU,20,1788.9,
422,11375-49,Forkhead box protein L2,FOXL2,P58012,FOXL2,RFU,20,481.3,
423,11377-19,Alcohol dehydrogenase class 4 mu/sigma chain,ADH7,P40394,ADH7,RFU,20,3721.8,
424,11378-37,Tyrosine-protein kinase SYK,KSYK,P43405,SYK,RFU,20,271,
426,11381-56,Ribose-phosphate pyrophosphokinase 1,PRPS1,P60891,PRPS1,RFU,20,232.4,
427,11382-5,Biliverdin reductase A,BIEA,P53004,BLVRA,RFU,0.5,2298.2,
428,11383-41,"Keratin, type II cytoskeletal 7",Keratin 7,P08729,KRT7,RFU,20,908.9,
429,11387-3,Cyclic AMP-dependent transcription factor ATF-6 beta,ATF6B,Q99941,ATF6B,RFU,0.5,2955.2,
430,11388-75,WAP four-disulfide core domain protein 2,HE4,Q14508,WFDC2,RFU,20,4335.7,
431,11390-24,Carbonic anhydrase-related protein,Carbonic Anhydrase VIII,P35219,CA8,RFU,20,235,
432,11391-69,Mevalonate kinase,MVK,Q03426,MVK,RFU,20,3024.4,
433,11395-5,Protein-tyrosine kinase 2-beta,FAK2,Q14289,PTK2B,RFU,20,1007.1,
434,11396-39,"Dynein intermediate chain 1, axonemal",DNAI1,Q9UI46,DNAI1,RFU,20,565.5,
435,11401-181,E3 ubiquitin-protein ligase RNF146,RN146,Q9NTX7,RNF146,RFU,20,1539.2,
436,11402-17,Histone-lysine N-methyltransferase 2C,KMT2C,Q8NEZ4,KMT2C,RFU,20,291,
437,11405-150,Caspase recruitment domain-containing protein 9,CARD9,Q9H257,CARD9,RFU,20,972.1,
438,11406-82,"Isobutyryl-CoA dehydrogenase, mitochondrial",ACAD8,Q9UKU7,ACAD8,RFU,20,921.6,
439,11407-57,Phospholipid scramblase 3,PLS3,Q9NRY6,PLSCR3,RFU,20,667.1,
440,11416-23,F-box/LRR-repeat protein 4,FBXL4,Q9UKA2,FBXL4,RFU,0.5,1986.9,
441,11421-10,EH domain-containing protein 4,EHD4,Q9H223,EHD4,RFU,0.5,1911.7,
442,11422-2,Homeobox protein DLX-3,DLX3,O60479,DLX3,RFU,20,175.1,
443,11424-4,Fumarylacetoacetase,FAAA,P16930,FAH,RFU,0.5,4352.9,
444,11425-31,RUN and FYVE domain-containing protein 1,RUFY1,Q96T51,RUFY1,RFU,20,2635.3,
445,11428-31,PDZ and LIM domain protein 1,PDLI1,O00151,PDLIM1,RFU,20,421.4,
446,11429-80,Heterogeneous nuclear ribonucleoproteins C1/C2,hnRNP C1/C2,P07910,HNRNPC,RFU,20,1257.8,
447,11430-49,E3 ubiquitin-protein ligase DTX1,DTX1,Q86Y01,DTX1,RFU,20,2838.8,
448,11431-235,ATP-dependent DNA helicase Q1,RECQ1,P46063,RECQL,RFU,20,1557.6,
449,11432-11,Polyglutamine-binding protein 1,PQBP1,O60828,PQBP1,RFU,20,90.2,
450,11433-11,Tectonic-2,TECT2,Q96GX1,TCTN2,RFU,20,973.9,
451,11436-6,Alpha-internexin,AINX,Q16352,INA,RFU,20,590.6,
452,11438-6,DnaJ homolog subfamily B member 2,DNJB2,P25686,DNAJB2,RFU,20,3853.8,
453,11439-88,Rhophilin-2,RHPN2,Q8IUC4,RHPN2,RFU,20,911.6,
454,11440-58,Suppressor of cytokine signaling 3,SOCS-3,O14543,SOCS3,RFU,0.5,1177.2,
455,11441-11,"Glycogen phosphorylase, liver form",PYGL,P06737,PYGL,RFU,0.5,4270.4,
456,11442-1,Delta and Notch-like epidermal growth factor-related receptor,DNER,Q8NFT8,DNER,RFU,20,1136.7,
457,11444-49,DNA-directed RNA polymerase III subunit RPC6,RPC6,Q9H1D9,POLR3F,RFU,20,357.8,
459,11454-87,Eukaryotic translation initiation factor 3 subunit G,EIF3G,O75821,EIF3G,RFU,20,5111.3,
460,11457-53,UDP-glucose 4-epimerase,GALE,Q14376,GALE,RFU,0.5,607.5,
461,11458-30,Poly(rC)-binding protein 1,PCBP1,Q15365,PCBP1,RFU,20,12960.1,
462,11459-81,RNA polymerase II elongation factor ELL,ELL,P55199,ELL,RFU,20,1353.9,
463,11462-8,RNA binding protein fox-1 homolog 2,RBM9,O43251,RBFOX2,RFU,20,565.8,
464,11464-9,Transcription factor RelB,RELB,Q01201,RELB,RFU,20,1034.7,
465,11465-4,Probable G-protein coupled receptor 135,GP135,Q8IZ08,GPR135,RFU,20,519.9,
466,11468-15,Probable RNA-binding protein 19,RBM19,Q9Y4C8,RBM19,RFU,20,1046.2,
467,11476-43,Vacuolar protein sorting-associated protein 4A,VPS4A,Q9UN37,VPS4A,RFU,20,1327,
468,11480-1,"Aldehyde dehydrogenase, dimeric NADP-preferring","Aldehyde dehydrogenase, class 3",P30838,ALDH3A1,RFU,20,230.6,
469,11481-25,Hepatitis A virus cellular receptor 2,TIMD3,Q8TDQ0,HAVCR2,RFU,20,16667.8,
470,11486-26,Zinc finger protein 174,ZN174,Q15697,ZNF174,RFU,20,1238.7,
471,11490-42,Ubiquitin-like protein 4A,UBL4A,P11441,UBL4A,RFU,20,954.8,
472,11493-169,"Dynein light chain 2, cytoplasmic",DYL2,Q96FJ2,DYNLL2,RFU,0.5,2527,
473,11494-4,RNA polymerase II elongation factor ELL2,ELL2,O00472,ELL2,RFU,20,917.1,
474,11510-31,Apolipoprotein L1,Apo L1,O14791,APOL1,RFU,0.005,19887,
475,11513-92,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,CD38,P28907,CD38,RFU,20,506.7,
476,11514-196,CD59 glycoprotein,CD59,P13987,CD59,RFU,20,5700.9,
477,11516-7,"Fatty acid-binding protein, liver",FABPL,P07148,FABP1,RFU,20,1282.4,
478,11530-37,Porphobilinogen deaminase,HEM3,P08397,HMBS,RFU,20,22672.1,
479,11531-24,V-type immunoglobulin domain-containing suppressor of T-cell activation,GI24,Q9H7M9,C10orf54,RFU,20,630.8,
480,11534-6,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3",LRIT3,Q3SXY7,LRIT3,RFU,20,385.6,
481,11536-9,Histone H2A deubiquitinase MYSM1,MYSM1,Q5VVJ2,MYSM1,RFU,20,1126.7,
482,11537-12,Transferrin receptor protein 2,TFR2,Q9UP52,TFR2,RFU,20,789.6,
483,11538-216,"Malonyl-CoA decarboxylase, mitochondrial",DCMC,O95822,MLYCD,RFU,20,535.7,
484,11539-4,"ATP synthase subunit f, mitochondrial",ATPK,P56134,ATP5J2,RFU,20,1851.8,
485,11540-37,Forkhead box protein O3,FOXO3A,O43524,FOXO3,RFU,20,725.1,
486,11542-11,Transmembrane protein 230,TM230,Q96A57,TMEM230,RFU,20,2505.7,
487,11543-84,LIM domain and actin-binding protein 1,LIMA1,Q9UHB6,LIMA1,RFU,20,990.7,
488,11544-39,PHD finger protein 3,PHF3,Q92576,PHF3,RFU,20,223,
489,11546-7,Cytoglobin,CYGB,Q8WWM9,CYGB,RFU,20,480.1,
490,11547-84,"Muscle, skeletal receptor tyrosine-protein kinase",MUSK,O15146,MUSK,RFU,20,6185.7,
491,11548-84,M-phase inducer phosphatase 1,MPIP1,P30304,CDC25A,RFU,20,594.4,
492,11549-6,Insulin gene enhancer protein ISL-1,ISL1,P61371,ISL1,RFU,20,1571.2,
493,11551-16,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related,HM20B,Q9P0W2,HMG20B,RFU,20,291.9,
494,11556-19,ADP-ribosylation factor GTPase-activating protein 1,ARFG1,Q8N6T3,ARFGAP1,RFU,0.5,1395.5,
495,11557-3,E3 ubiquitin-protein ligase SMURF1,SMUF1,Q9HCE7,SMURF1,RFU,20,626.2,
496,11560-76,"Nuclear factor of activated T-cells, cytoplasmic 4",NFAC4,Q14934,NFATC4,RFU,20,451.2,
497,11561-32,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,10189.9,
498,11562-9,DNA polymerase epsilon subunit 2,DPOE2,P56282,POLE2,RFU,20,330,
499,11563-51,Synaptotagmin-like protein 4,SYTL4,Q96C24,SYTL4,RFU,20,2752.4,
500,11565-58,Zinc finger protein 23,ZNF23,P17027,ZNF23,RFU,20,755.7,
501,11566-48,"Keratin, type II cytoskeletal 72",Keratin 72,Q14CN4,KRT72,RFU,20,271.6,
502,11567-23,Zinc finger protein 10,ZNF10,P21506,ZNF10,RFU,20,967.9,
503,11568-2,Peptidyl-prolyl cis-trans isomerase FKBP1B,FKB1B,P68106,FKBP1B,RFU,20,446.5,
504,11570-94,B-cell receptor-associated protein 29,BAP29,Q9UHQ4,BCAP29,RFU,20,639.4,
505,11571-75,NKG2-E type II integral membrane protein,NKG2E,Q07444,KLRC3,RFU,20,2802.6,
506,11572-4,Dynamin-2,DYN2,P50570,DNM2,RFU,20,2138.5,
507,11573-3,Serine/arginine-rich splicing factor 6,SRSF6,Q13247,SRSF6,RFU,20,363.4,
508,11582-63,DnaJ homolog subfamily A member 2,DNJA2,O60884,DNAJA2,RFU,20,456.8,
509,11587-5,MAX gene-associated protein,MGAP,Q8IWI9,MGA,RFU,20,2171.3,
510,11590-5,Probable RNA-binding protein 23,RBM23,Q86U06,RBM23,RFU,20,512.4,
511,11591-43,Protein regulator of cytokinesis 1,PRC1,O43663,PRC1,RFU,20,240.2,
512,11592-1,ELAV-like protein 1,ELAV1,Q15717,ELAVL1,RFU,20,755.7,
513,11593-21,C-X-C motif chemokine 9,MIG,Q07325,CXCL9,RFU,20,420.8,
514,11596-47,Zinc finger protein 75D,ZN75D,P51815,ZNF75D,RFU,20,407.1,
515,11601-26,ATP-dependent RNA helicase DHX8,DHX8,Q14562,DHX8,RFU,20,1021.5,
516,11606-22,DnaJ homolog subfamily B member 6,DNJB6,O75190,DNAJB6,RFU,20,648.3,
517,11607-15,Bromodomain-containing protein 1,BRD1,O95696,BRD1,RFU,20,350.1,
518,11608-5,Microtubule-associated proteins 1A/1B light chain 3B,MLP3B,Q9GZQ8,MAP1LC3B,RFU,20,7140.3,
519,11614-29,Enhancer of rudimentary homolog,ERH,P84090,ERH,RFU,20,2102.9,
520,11615-16,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide,DAPP1,Q9UN19,DAPP1,RFU,20,2878.4,
521,11616-9,Heat shock factor protein 1,HSF1,Q00613,HSF1,RFU,20,1018.9,
522,11617-1,Integrin alpha-L,LFA-1 alpha-L chain,P20701,ITGAL,RFU,20,848.2,
523,11618-83,Transcriptional activator Myb,MYB,P10242,MYB,RFU,20,1050.1,
524,11626-7,Ubiquitin-conjugating enzyme E2 variant 1,UB2V1,Q13404,UBE2V1,RFU,0.5,1833.8,
525,11633-89,Activator of 90 kDa heat shock protein ATPase homolog 1,AHSA1,O95433,AHSA1,RFU,20,3654.6,
526,11634-32,Regulator of G-protein signaling 10,RGS10,O43665,RGS10,RFU,20,8097.4,
527,11636-33,Transgelin-2,Transgelin-2,P37802,TAGLN2,RFU,20,3452.3,
528,11638-42,"Beta-1,3-galactosyltransferase 2",B3GT2,O43825,B3GALT2,RFU,20,996.2,
529,11643-73,E3 ubiquitin-protein ligase DTX3L,DTX3L,Q8TDB6,DTX3L,RFU,20,437.6,
530,11645-9,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,P13674,P4HA1,RFU,20,666.2,
531,11646-4,Carbohydrate sulfotransferase 9,Carbohydrate sulfotransferase 9,Q7L1S5,CHST9,RFU,20,574.2,
532,11649-3,Stromal membrane-associated protein 1,SMAP1,Q8IYB5,SMAP1,RFU,20,1283.7,
533,11653-69,Sodium- and chloride-dependent glycine transporter 1,SC6A9,P48067,SLC6A9,RFU,20,111.8,
534,11654-77,Neurensin-1,NRSN1,Q8IZ57,NRSN1,RFU,20,510.7,
535,11656-110,Ena/VASP-like protein,EVL,Q9UI08,EVL,RFU,20,1190,
536,11657-86,Suppressor of cytokine signaling 7,SOCS7,O14512,SOCS7,RFU,20,344,
537,11659-31,Clathrin interactor 1,EPN4,Q14677,CLINT1,RFU,20,1732.4,
538,11661-11,"NACHT, LRR and PYD domains-containing protein 1",NALP1,Q9C000,NLRP1,RFU,20,369.7,
540,11667-29,Tensin-2,TENC1,Q63HR2,TNS2,RFU,20,307.1,
541,11669-39,Solute carrier organic anion transporter family member 5A1,SO5A1,Q9H2Y9,SLCO5A1,RFU,20,422,
